Venue,Latitude,Longitude,Venue Category,food_group
ALDI,39.08383189999999,-76.8647283,Supermarket,Supermarket
Super Grand Mart,39.076204657552346,-76.84971698723466,Supermarket,Supermarket
Trader Joe's,39.03141791169342,-77.00390718012594,Grocery Store,Supermarket
H Mart,39.05252571427524,-77.05021504607343,Grocery Store,Supermarket
Shalom Strictly Kosher,39.040736882446225,-77.03194666743157,Supermarket,Supermarket
ALDI,39.0920136,-77.0473591,Supermarket,Supermarket
Giant Food,39.0771763,-77.0036319,Grocery Store,Supermarket
Giant Food,39.0800152,-77.0788785,Supermarket,Supermarket
Giant Food,39.037488399999994,-77.0585206,Supermarket,Supermarket
Lotte Plaza Market,39.07989092185422,-77.0720963748292,Grocery Store,Supermarket
Giant,39.10168720803231,-77.07502216100694,Supermarket,Supermarket
Giant Food,39.040977951609385,-76.98895275592798,Supermarket,Supermarket
Safeway,39.027658,-77.0752564,Supermarket,Supermarket
Grosvenor Market,39.02700871517856,-77.10669077664406,Supermarket,Supermarket
Trader Joe's,39.057383686206215,-77.12325694561423,Grocery Store,Supermarket
Harris Teeter,39.04974627343717,-77.10909812379748,Supermarket,Supermarket
Harris Teeter,39.06119682080453,-77.15706130706936,Supermarket,Supermarket
Moti's Market,39.046370795352544,-77.09954895771659,Supermarket,Supermarket
Giant Food,39.05523779999999,-77.1153866,Grocery Store,Supermarket
Giant,39.091000137029816,-77.20323979854578,Supermarket,Supermarket
Great Wall Supermarket (大中華),39.093228336117676,-77.15398567074897,Supermarket,Supermarket
Safeway,39.0944276,-77.1100387,Supermarket,Supermarket
Food Lion Grocery Store,39.07420462483157,-77.13760865182172,Supermarket,Supermarket
Giant Food,39.092511496277474,-77.1518862247467,Supermarket,Supermarket
Safeway,39.0979657509453,-77.19214449045468,Supermarket,Supermarket
Giant Food,39.0409352,-77.1564839,Supermarket,Supermarket
Giant Food,39.0262747,-77.1275297,Supermarket,Supermarket
Harris Teeter,39.02396296787523,-77.39632035333211,Supermarket,Supermarket
Food Lion Grocery Store,39.03998055681643,-77.35776656225713,Supermarket,Supermarket
Giant,39.03432279999999,-77.3955904,Supermarket,Supermarket
Walmart,39.02295356339611,-77.42867972336735,Supermarket,Supermarket
ALDI,39.0349419,-77.40758100000001,Supermarket,Supermarket
Harris Teeter,38.978166932017224,-76.73377638175882,Supermarket,Supermarket
Giant,38.9816445,-76.7355927,Supermarket,Supermarket
Giant Food,38.98865209606836,-76.82368040084833,Supermarket,Supermarket
Safeway,38.9460856,-76.7368743,Supermarket,Supermarket
Lidl,38.971486785406015,-76.77292366745195,Supermarket,Supermarket
Lidl,38.99611352,-76.93130172,Grocery Store,Supermarket
Greenbelt Co-Op Supermarket & Pharmacy,39.001853630034034,-76.87574666136078,Grocery Store,Supermarket
Giant Food,38.951693504207384,-76.88774362206459,Supermarket,Supermarket
Giant Food,38.9990335,-76.9110323,Supermarket,Supermarket
Shoppers Food & Pharmacy,39.01660550049768,-76.92872376772362,Supermarket,Supermarket
Safeway,38.992872474553415,-76.87666878865457,Supermarket,Supermarket
Walmart,38.94283840632811,-76.9075381062992,Supermarket,Supermarket
Walmart,38.957889952848895,-77.00197685746666,Supermarket,Supermarket
Giant Food,38.965661334898755,-76.95850968360907,Supermarket,Supermarket
ALDI,39.009853442738645,-77.04180836677551,Supermarket,Supermarket
ALDI,38.9557599,-76.96424809999999,Supermarket,Supermarket
Giant Food,38.991920628258704,-77.03153460978695,Supermarket,Supermarket
Woodmoor Supermarket,39.02075827214321,-77.01215657405524,Supermarket,Supermarket
Price Rite Of Hyattsville,38.950371963914534,-76.96821337519332,Supermarket,Supermarket
Walmart Supercenter,38.96194498598036,-77.02741900629617,Supermarket,Supermarket
Giant Food,38.9614157,-76.9949973,Supermarket,Supermarket
Giant Food,38.944548969873,-77.06302464008331,Supermarket,Supermarket
Bestway Supermercado,38.953882,-76.959632,Supermarket,Supermarket
Megamart Supermarket,38.989933,-76.99028100000001,Supermarket,Supermarket
ALDI,38.98619229,-76.98640467,Supermarket,Supermarket
Bestway,38.95411053923958,-76.95952099322056,Supermarket,Supermarket
Mega Market,38.99922872507451,-76.9940945190787,Grocery Store,Supermarket
Safeway,38.969594747437064,-77.02658148142291,Supermarket,Supermarket
Giant Food,38.99960063021364,-77.00242817401886,Supermarket,Supermarket
Safeway,38.9645225,-77.07492370000001,Supermarket,Supermarket
Rodman's,38.95622150771413,-77.08370183862256,Supermarket,Supermarket
Trader Joe's,38.97838495172841,-77.09055483341217,Supermarket,Supermarket
Giant Food,38.981248,-77.0989277,Grocery Store,Supermarket
Safeway,38.97709129999999,-77.0989804,Supermarket,Supermarket
Giant Food,38.9638883,-77.1073011,Supermarket,Supermarket
Giant Food,38.96218267024226,-77.08451449871062,Supermarket,Supermarket
Safeway,38.939508771797904,-77.17576861381532,Supermarket,Supermarket
Safeway,38.9961812,-77.2876247,Supermarket,Supermarket
Giant Food,39.0181311,-77.21129870000001,Supermarket,Supermarket
Wegmans,39.006977549797845,-77.44002975543631,Supermarket,Supermarket
Trader Joe's,38.96739467817864,-77.35912119228456,Grocery Store,Supermarket
H Mart,38.962534000000005,-77.400449,Supermarket,Supermarket
Harris Teeter,38.94947547587035,-77.39517919091377,Supermarket,Supermarket
Harris Teeter,38.96567426849421,-77.35489927789354,Supermarket,Supermarket
Giant Food,38.95039960950868,-77.40798564603855,Supermarket,Supermarket
Giant,38.979411,-77.35026309999999,Supermarket,Supermarket
Food Lion Grocery Store,38.99622978931456,-77.40618886992172,Supermarket,Supermarket
Giant,39.01351107981982,-77.37324625253676,Supermarket,Supermarket
Safeway,38.9671152,-77.3768078,Supermarket,Supermarket
Safeway,38.99752862708507,-77.40896522998806,Supermarket,Supermarket
Safeway,38.9396256,-77.3299031,Supermarket,Supermarket
Giant Food,38.89487404346211,-76.82712972164155,Supermarket,Supermarket
Giant Food & Pharmacy,38.9376093,-76.72026059999999,Grocery Store,Supermarket
Weis Markets,38.90003940633332,-76.79603327815522,Supermarket,Supermarket
Walmart,38.93612756599771,-76.72010813041145,Supermarket,Supermarket
Wegmans,38.92170597168924,-76.8499760211945,Supermarket,Supermarket
ALDI,38.93237344176184,-76.90027356147765,Supermarket,Supermarket
Shoppers Food Warehouse,38.9012723,-76.83697190000001,Supermarket,Supermarket
Safeway,38.89319879999999,-76.94769790000001,Supermarket,Supermarket
Trader Joe's,38.91611389177997,-77.03223824501038,Supermarket,Supermarket
Trader Joe's,38.907472198866714,-77.00059416066125,Supermarket,Supermarket
Glen's Garden Market,38.91431915464067,-77.04500801454998,Grocery Store,Supermarket
Trader Joe's,38.91751036144159,-77.0689652108801,Supermarket,Supermarket
Trader Joe's,38.904075612751924,-77.05324761288372,Supermarket,Supermarket
ALDI,38.90155810071587,-76.97802141308784,Supermarket,Supermarket
Giant Food,38.93435622239853,-77.07301172883598,Supermarket,Supermarket
Trader Joe's,38.88466820315038,-76.99551810177559,Supermarket,Supermarket
Harris Teeter,38.87619929880294,-77.00039585450284,Supermarket,Supermarket
Giant Food,38.908983899999996,-77.02275470000001,Supermarket,Supermarket
Harris Teeter,38.92171807515528,-77.03864089409474,Supermarket,Supermarket
Harris Teeter,38.880046125535436,-76.98675845769202,Supermarket,Supermarket
Harris Teeter,38.905653218351524,-77.00571111836909,Supermarket,Supermarket
Harris Teeter,38.86493315693872,-77.062028616286,Supermarket,Supermarket
Safeway,38.9157833,-77.0676046,Supermarket,Supermarket
Capitol Hill Super Market,38.89441895360389,-77.00229138135909,Supermarket,Supermarket
Giant Food,38.9003564,-77.0018444,Supermarket,Supermarket
Safeway,38.87741079999999,-77.0172196,Grocery Store,Supermarket
Walmart,38.90037916998533,-77.0119769931405,Big Box Store,Supermarket
Capitol Supermarket,38.906742734938014,-77.02698607022758,Grocery Store,Supermarket
Giant Food,38.919248401934034,-76.99245035648345,Supermarket,Supermarket
Safeway,38.90341,-77.0183073,Grocery Store,Supermarket
Supermarket,38.916429,-77.048885,Supermarket,Supermarket
Safeway,38.895199600000005,-77.0752844,Grocery Store,Supermarket
Giant Food,38.930805,-77.031962,Supermarket,Supermarket
Safeway,38.859065,-76.9667459,Grocery Store,Supermarket
Safeway,38.9119596,-77.0386738,Supermarket,Supermarket
Safeway,38.9240967,-77.04083299999999,Supermarket,Supermarket
Safeway,38.9006821,-76.9796843,Grocery Store,Supermarket
Trader Joe's,38.88664,-77.094678,Supermarket,Supermarket
Harris Teeter,38.88380327700674,-77.17371263365716,Supermarket,Supermarket
Harris Teeter,38.876634765100754,-77.10978627204895,Supermarket,Supermarket
Giant Food,38.932799078074005,-77.18046784400941,Supermarket,Supermarket
Safeway,38.9228487,-77.20117409999999,Supermarket,Supermarket
Giant Food,38.8639125,-77.08435809999999,Supermarket,Supermarket
Safeway,38.869712028839295,-77.14451016501698,Supermarket,Supermarket
Giant Food,38.89497120000001,-77.188856,Supermarket,Supermarket
Safeway,38.8970708,-77.13931009999999,Supermarket,Supermarket
Giant Food,38.885923299999995,-77.1031965,Supermarket,Supermarket
Giant Food,38.86463972105455,-77.19559818506241,Grocery Store,Supermarket
Safeway,38.875026215811964,-77.19865009191386,Supermarket,Supermarket
Harris Teeter,38.85874557495117,-77.10274505615234,Supermarket,Supermarket
ALDI,38.879642,-77.171585,Supermarket,Supermarket
Harris Teeter,38.86091995239258,-77.1027603149414,Supermarket,Supermarket
Giant Food,38.89686346167697,-77.0959809422493,Supermarket,Supermarket
Harris Teeter,38.88138818819007,-77.2288843886935,Supermarket,Supermarket
Trader Joe's,38.90433438078478,-77.20398740671003,Supermarket,Supermarket
MOM's Organic Market,38.873776934417634,-77.2310146636391,Grocery Store,Supermarket
Super H Mart,38.85606833013395,-77.31581616833486,Supermarket,Supermarket
ALDI,38.86636893652556,-77.22558796405792,Supermarket,Supermarket
Harris Teeter,38.92992388379195,-77.22759050444921,Supermarket,Supermarket
H Mart,38.87441681059801,-77.22528656873982,Supermarket,Supermarket
Walmart,38.93001423384721,-77.24493876346553,Supermarket,Supermarket
Safeway,38.871368696639074,-77.26094363921221,Supermarket,Supermarket
Giant Food,38.8839844881461,-77.3000541329384,Supermarket,Supermarket
Giant Food,38.905363265114204,-77.25804135203363,Supermarket,Supermarket
Great Wall Supermarket (大中華),38.86957133983274,-77.2288994442435,Supermarket,Supermarket
Whole Foods Market,38.85796367747013,-77.37733334268846,Grocery Store,Supermarket
Harris Teeter,38.872944620489505,-77.37395931641356,Supermarket,Supermarket
Lotte Plaza,38.895206273928316,-77.42657616156919,Supermarket,Supermarket
Giant - Franklin Farm,38.90874244748181,-77.40652978420262,Supermarket,Supermarket
Giant,38.879104299999995,-77.3989473,Supermarket,Supermarket
Food Lion Grocery Store,38.92163725579716,-77.4151683991334,Supermarket,Supermarket
ALDI,38.8940732,-77.42762330000001,Supermarket,Supermarket
Walmart,38.888731038143355,-77.44310847585135,Supermarket,Supermarket
Giant Food,38.92681489779921,-77.3749440908432,Supermarket,Supermarket
Safeway,38.8663338,-77.36885459999999,Supermarket,Supermarket
Good Fortune Supermarket,38.867572,-77.44677800000002,Supermarket,Supermarket
Safeway,38.935772799999995,-77.3622989,Supermarket,Supermarket
ALDI,38.856567,-77.391307,Supermarket,Supermarket
Giant Food,38.811705700000005,-76.7373308,Supermarket,Supermarket
ALDI,38.800731766407495,-76.90825448199348,Supermarket,Supermarket
Price Rite Of District Heights,38.855107783635994,-76.90766266435828,Supermarket,Supermarket
Giant Food,38.79229829999999,-76.92667420000001,Supermarket,Supermarket
ALDI,38.85355336489005,-76.89883857965475,Supermarket,Supermarket
Giant Food,38.8540481,-76.9127166,Supermarket,Supermarket
Giant Food,38.83244524619137,-76.94437980651861,Supermarket,Supermarket
Home Storage Center and Bishops' Storehouse,38.83431620251639,-76.86669155023992,Supermarket,Supermarket
La Colonia International Supermarket,38.819115000000004,-76.89163,Supermarket,Supermarket
Trader Joe's,38.811167492180275,-77.04475015179548,Grocery Store,Supermarket
Whole Foods Market,38.804328254457225,-77.05990193337611,Grocery Store,Supermarket
Harris Teeter,38.812730154747705,-77.04403803460595,Supermarket,Supermarket
Giant,38.8322414,-77.0499599,Supermarket,Supermarket
Bolling AFB Commissary,38.843223289543296,-77.01722039661887,Supermarket,Supermarket
ALDI,38.8206702,-77.05344840000001,Grocery Store,Supermarket
Harris Teeter,38.84215244159326,-77.05169556786383,Supermarket,Supermarket
Giant Food,38.84572838149121,-77.06872165203093,Supermarket,Supermarket
Safeway,38.776452832323095,-77.06077964619908,Supermarket,Supermarket
Shoppers Food Warehouse,38.805229499999996,-76.99202240000001,Supermarket,Supermarket
Shoppers Food Warehouse,38.83916024574226,-77.04993546009064,Supermarket,Supermarket
Aldi,38.802507,-76.989797,Supermarket,Supermarket
Walmart Supercenter,38.780103992477045,-77.07667962544073,Supermarket,Supermarket
Giant,38.8170958,-77.00260870000001,Supermarket,Supermarket
Giant Food,38.845096999999996,-76.98135040000001,Supermarket,Supermarket
Trader Joe's,38.781537746243885,-77.1894586086273,Supermarket,Supermarket
Harris Teeter,38.81272759101937,-77.11208340612019,Supermarket,Supermarket
Trader Joe's,38.850825554325425,-77.13227033192355,Grocery Store,Supermarket
Giant Food,38.84993551372082,-77.11888432502741,Grocery Store,Supermarket
Fresh World International Supermarket,38.79487593789821,-77.18378204757131,Supermarket,Supermarket
Giant Food,38.80899001087712,-77.08418726921087,Supermarket,Supermarket
Safeway,38.78411591990327,-77.12245837607044,Supermarket,Supermarket
Harris Teeter,38.83597583815481,-77.15581115968057,Supermarket,Supermarket
Giant Food,38.818780600000004,-77.1401566,Supermarket,Supermarket
Giant Food,38.8305981968268,-77.19199061393738,Supermarket,Supermarket
Harris Teeter,38.8412864385979,-77.09007783535377,Supermarket,Supermarket
ALDI,38.8116155,-77.1108517,Supermarket,Supermarket
LA Mart,38.7809566191564,-77.18242221233102,Supermarket,Supermarket
Giant Food,38.81339159091098,-77.18572497367866,Supermarket,Supermarket
Giant Food,38.7799134,-77.1899035,Supermarket,Supermarket
Safeway,38.832391230572426,-77.20081241444859,Grocery Store,Supermarket
Safeway,38.80997861355146,-77.13366866111754,Supermarket,Supermarket
ALDI,38.8500473,-77.1263845,Supermarket,Supermarket
ALDI,38.7836689,-77.1839318,Supermarket,Supermarket
Halalco Supermarket,38.854765,-77.13606999999999,Supermarket,Supermarket
ALDI,38.8346704,-77.1875222,Supermarket,Supermarket
Trader Joe's,38.84239271308432,-77.27064867740869,Grocery Store,Supermarket
Giant Food,38.80939548593797,-77.25452363491057,Supermarket,Supermarket
ALDI,38.8520667,-77.3236541,Supermarket,Supermarket
Safeway,38.8166007,-77.27539190000002,Grocery Store,Supermarket
Giant Food,38.8253434,-77.3155455,Supermarket,Supermarket
Giant Food,38.78754670735968,-77.29697763919829,Supermarket,Supermarket
Giant Food,38.7808876,-77.2321887,Supermarket,Supermarket
Safeway,38.7998451,-77.3212126,Supermarket,Supermarket
Shoppers,38.7778386,-77.26470920000001,Supermarket,Supermarket
Walmart,38.78866759023172,-77.3000773748887,Supermarket,Supermarket
Safeway,38.77846629999999,-77.27530490000001,Supermarket,Supermarket
Wegmans,38.85131817230798,-77.34759546958684,Supermarket,Supermarket
Trader Joe's,38.839977360501955,-77.43263854736664,Supermarket,Supermarket
Giant,38.854017071538976,-77.44926542043686,Grocery Store,Supermarket
H Mart,38.83764068973332,-77.42768052244884,Supermarket,Supermarket
Giant,38.83436746386479,-77.41381466388697,Supermarket,Supermarket
Giant,38.836155100000006,-77.4381822,Supermarket,Supermarket
Walmart,38.85458814832634,-77.39649930640856,Supermarket,Supermarket
Walmart,38.85030507755785,-77.33198721761819,Supermarket,Supermarket
Giant Grocery Store,38.85422334613469,-77.4495837588023,Supermarket,Supermarket
New Desi Supermarket,38.83737,-77.438934,Supermarket,Supermarket
Food Lion Grocery Store,38.760018205160016,-76.8072566380822,Supermarket,Supermarket
ALDI,38.771562,-76.883418,Supermarket,Supermarket
Walmart,38.77205689000896,-76.88923209739485,Supermarket,Supermarket
Giant Food,38.7579366,-76.995101,Supermarket,Supermarket
Wegmans,38.742820709402686,-77.16097354888916,Supermarket,Supermarket
ALDI,38.7343405,-77.1002896,Supermarket,Supermarket
Giant Food,38.7708179,-77.08383640000001,Supermarket,Supermarket
Safeway,38.769963399999995,-77.14135909999999,Supermarket,Supermarket
Shoppers Food Warehouse,38.7511414,-77.0854814,Supermarket,Supermarket
Giant Food,38.77279729560299,-77.13730841875076,Supermarket,Supermarket
Walmart,38.743211291591045,-77.08715334467892,Supermarket,Supermarket
Walmart,38.76980434311702,-77.13612015584734,Supermarket,Supermarket
Giant Food,38.7155309,-77.26237370000001,Supermarket,Supermarket
Food Lion Grocery Store,38.704322243156206,-77.20872575947412,Supermarket,Supermarket
Giant Food,38.7397537,-77.2134798,Supermarket,Supermarket
Giant Food,38.75200170000001,-77.2643434,Supermarket,Supermarket
Walmart,38.7527029327936,-77.44857241385593,Supermarket,Supermarket
Chick-fil-A,39.197625200000004,-76.8184957,Fast Food Restaurant,Fast Food
Five Guys,39.194824365526905,-76.8188550179412,Fast Food Restaurant,Fast Food
Qdoba Mexican Grill,39.199207650466384,-76.81959888343955,Fast Food Restaurant,Fast Food
Chick-fil-A,39.23515,-76.81468840000001,Fast Food Restaurant,Fast Food
Jimmy John's,39.199634089963936,-76.81275464332832,Fast Food Restaurant,Fast Food
Pei Wei,39.198698,-76.819327,Fast Food Restaurant,Fast Food
Jimmy John's,39.2275615395679,-76.81492942831787,Fast Food Restaurant,Fast Food
Subway,39.20944120701239,-76.72510691222749,Fast Food Restaurant,Fast Food
Subway,39.24799358377879,-76.71491772839084,Fast Food Restaurant,Fast Food
Chick-fil-A,39.254078899999996,-76.71316,Fast Food Restaurant,Fast Food
Subway,39.22683131568396,-76.81746136044478,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,39.226905,-76.816285,Fast Food Restaurant,Fast Food
Quiznos,39.20216287212743,-76.73460699153566,Fast Food Restaurant,Fast Food
Subway,39.209134395457255,-76.79705867209037,Fast Food Restaurant,Fast Food
Subway,39.199371,-76.814812,Fast Food Restaurant,Fast Food
KFC,39.207698495141074,-76.72581811380428,Fast Food Restaurant,Fast Food
Wendy's,39.23457630039299,-76.83002718173606,Fast Food Restaurant,Fast Food
Burger King,39.228147,-76.814623,Fast Food Restaurant,Fast Food
Hunan Carryout,39.188644000000004,-76.79111,Fast Food Restaurant,Fast Food
McDonald's,39.2095744,-76.7996499,Fast Food Restaurant,Fast Food
McDonald's,39.25188369406489,-76.81598856110212,Fast Food Restaurant,Fast Food
Taco Bell/KFC,39.20774132159139,-76.72588311531084,Fast Food Restaurant,Fast Food
Wendy's,39.1973452275944,-76.81958131872756,Fast Food Restaurant,Fast Food
KFC,39.2514899284799,-76.81569157419881,Fast Food Restaurant,Fast Food
Chick-fil-A,39.2146387,-76.860675,Fast Food Restaurant,Fast Food
Five Guys,39.214831093779146,-76.8606919732146,Fast Food Restaurant,Fast Food
Simmies Arirang Hill Cheese Steak,39.211304202924254,-76.88460613902542,Fast Food Restaurant,Fast Food
Subway,39.19469226817209,-76.88311316931151,Fast Food Restaurant,Fast Food
Subway,39.214918297602686,-76.86152229697596,Fast Food Restaurant,Fast Food
Subway,39.24280946525065,-76.84225859738989,Fast Food Restaurant,Fast Food
Subway,39.222327500000006,-76.8893079,Fast Food Restaurant,Fast Food
McDonald's,39.214923747801286,-76.86178922653198,Fast Food Restaurant,Fast Food
Arby's,39.2146453,-76.8608047,Fast Food Restaurant,Fast Food
McDonald's,39.2218854,-76.8893405,Fast Food Restaurant,Fast Food
Johns Carry Out,39.214828000000004,-76.86949200000001,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,39.216590000000004,-76.85784,Fast Food Restaurant,Fast Food
Charleys Philly Steaks,39.214662,-76.861028,Fast Food Restaurant,Fast Food
Blimpie,39.210545,-76.935374,Fast Food Restaurant,Fast Food
Wendy's,39.211825200326956,-76.93812064827853,Fast Food Restaurant,Fast Food
Subway,39.21077204613103,-76.93527407746012,Fast Food Restaurant,Fast Food
Subway,39.26554661756474,-76.98615154551807,Fast Food Restaurant,Fast Food
Burger King,39.1921329,-77.2448661,Fast Food Restaurant,Fast Food
McDonald's,39.198746,-77.252421,Fast Food Restaurant,Fast Food
Subway,39.228933820480364,-77.24988447802423,Fast Food Restaurant,Fast Food
Subway,39.23809292469181,-77.27616366865351,Fast Food Restaurant,Fast Food
Subway,39.203379999999996,-77.248417,Fast Food Restaurant,Fast Food
Kung Fu Tea,39.228244000000004,-77.28577,Fast Food Restaurant,Fast Food
McDonald's,39.20405121369912,-77.24454179406166,Fast Food Restaurant,Fast Food
Chick-fil-A,39.1531916,-76.72710909999999,Fast Food Restaurant,Fast Food
Five Guys,39.154910046352526,-76.74203685062314,Fast Food Restaurant,Fast Food
Chipotle Mexican Grill,39.153288699723134,-76.72458766135958,Fast Food Restaurant,Fast Food
Baja Fresh,39.151992,-76.72399399999999,Fast Food Restaurant,Fast Food
Jimmy John's,39.130846000000005,-76.741951,Fast Food Restaurant,Fast Food
Hardee's,39.13085138587285,-76.73978132053202,Fast Food Restaurant,Fast Food
Panda Express,39.17045775504315,-76.78559418508496,Fast Food Restaurant,Fast Food
subway,39.17571272211871,-76.74112440344076,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,39.147653000000005,-76.806996,Fast Food Restaurant,Fast Food
Subway,39.15517696923724,-76.74292955855464,Fast Food Restaurant,Fast Food
Dairy Queen,39.154958,-76.725429,Fast Food Restaurant,Fast Food
Subway,39.157103338790016,-76.72487415658202,Fast Food Restaurant,Fast Food
Subway,39.16670309737647,-76.78292155265808,Fast Food Restaurant,Fast Food
Subway,39.13046730399528,-76.73656850269293,Fast Food Restaurant,Fast Food
Subway,39.15494100227008,-76.71924014407125,Fast Food Restaurant,Fast Food
Subway,39.146978162826656,-76.80871826305986,Fast Food Restaurant,Fast Food
Subway,39.18244068658093,-76.7671157287084,Fast Food Restaurant,Fast Food
Burger King,39.17056332555143,-76.7874915898119,Fast Food Restaurant,Fast Food
Subway,39.122270415309075,-76.77358448718928,Fast Food Restaurant,Fast Food
Arby's,39.168712,-76.787334,Fast Food Restaurant,Fast Food
Taco Bell,39.146174346831934,-76.80875116700874,Fast Food Restaurant,Fast Food
McDonald's,39.14525965827896,-76.80962175945751,Fast Food Restaurant,Fast Food
Wendy's,39.153237,-76.72769,Fast Food Restaurant,Fast Food
Boston Market,39.17999958619511,-76.82330422479936,Fast Food Restaurant,Fast Food
Pizza Primetime,39.182528999999995,-76.767089,Fast Food Restaurant,Fast Food
McDonald's,39.125137,-76.792612,Fast Food Restaurant,Fast Food
Subway,39.107358538572655,-76.73796696693421,Fast Food Restaurant,Fast Food
Panera Bread,39.1418406,-76.7614647,Fast Food Restaurant,Fast Food
Wendy's,39.10496,-76.72229899999999,Fast Food Restaurant,Fast Food
Subway,39.11396,-76.739423,Fast Food Restaurant,Fast Food
QDOBA Mexican Eats,39.107331,-76.737964,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,39.15749641887325,-76.72551147636266,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,39.12986893405573,-76.73690520004763,Fast Food Restaurant,Fast Food
Wendy's,39.18299654707637,-76.76373839378356,Fast Food Restaurant,Fast Food
KFC,39.108794478886985,-76.72327266576343,Fast Food Restaurant,Fast Food
Wendy's,39.13153171684057,-76.81933246088192,Fast Food Restaurant,Fast Food
Taco Bell,39.13158797040476,-76.7408941995893,Fast Food Restaurant,Fast Food
Subway,39.105585,-76.76817729999999,Fast Food Restaurant,Fast Food
